timestamp,user_id,level,message,rfid,tap_time,room
2023-05-10 18:39:13,0,ERROR,An error occured: list index out of range,187255239165,18:39:10,101
2023-05-10 18:39:22,100000,ERROR,An error occured: Rfid data doesn't match,187255239165,18:39:19,101
2023-05-10 18:39:28,0,ERROR,An error occured: list index out of range,187255239165,18:39:25,101
2023-05-10 18:39:39,0,ERROR,An error occured: list index out of range,187255239165,18:39:36,101
2023-05-10 18:40:28,0,ERROR,An error occured: list index out of range,187255239165,18:40:24,101
2023-05-10 18:40:36,0,ERROR,An error occured: list index out of range,187255239165,18:40:33,101
2023-05-10 18:40:43,0,ERROR,An error occured: list index out of range,187255239165,18:40:39,101
2023-05-10 18:40:50,0,ERROR,An error occured: list index out of range,187255239165,18:40:46,101
2023-05-10 18:40:56,0,ERROR,An error occured: list index out of range,187255239165,18:40:53,101
2023-05-10 18:41:04,0,ERROR,An error occured: list index out of range,187255239165,18:41:01,101
2023-05-10 18:41:21,0,ERROR,An error occured: list index out of range,187255239165,18:41:18,101
2023-05-10 18:41:29,0,ERROR,An error occured: list index out of range,187255239165,18:41:26,101
2023-05-10 18:43:55,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,18:43:52,101
2023-05-10 18:50:54,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,18:50:50,101
2023-05-10 18:51:01,100006,INFO,Attendance Pending,187255239165,18:50:56,101
2023-05-10 19:06:41,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:06:38,101
2023-05-10 19:06:49,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:06:46,101
2023-05-10 19:06:56,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:06:53,101
2023-05-10 19:07:09,100006,INFO,Attendance Pending,187255239165,19:07:06,101
2023-05-10 19:09:45,100006,INFO,Attendance Pending,187255239165,19:09:41,101
2023-05-10 19:11:51,100006,INFO,"Attendance failed to record, Error Code: 200",187255239165,19:11:48,101
2023-05-10 19:11:59,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:11:56,101
2023-05-10 19:12:06,100006,INFO,"Attendance failed to record, Error Code: 200",187255239165,19:12:03,101
2023-05-10 19:12:21,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:12:17,101
2023-05-10 19:12:28,100006,INFO,"Attendance failed to record, Error Code: 200",187255239165,19:12:24,101
2023-05-10 19:14:16,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:14:13,101
2023-05-10 19:14:22,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:14:19,101
2023-05-10 19:14:29,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,19:14:26,101
2023-05-10 19:14:36,100006,INFO,"Attendance failed to record, Error Code: 200",187255239165,19:14:32,101
2023-05-10 19:14:54,100006,INFO,Attendance Absent,187255239165,19:14:51,101
2023-05-11 08:36:39,187255239165,ERROR,An error occured: Rfid data doesn't match,187255239165,08:36:36,101
2023-05-11 08:38:32,187255239165,ERROR,An error occured: unsupported operand type(s) for +: 'int' and 'str',187255239165,08:38:30,101
2023-05-11 08:39:09,187255239165,ERROR,An error occured: unsupported operand type(s) for +: 'int' and 'str',187255239165,08:39:07,101
2023-05-11 08:39:45,187255239165,ERROR,An error occured: Rfid data doesn't match,187255239165,08:39:44,101
2023-05-11 09:08:04,100007,ERROR,An error occured: Rfid data doesn't match,187255239165,09:08:03,101
2023-05-11 09:08:13,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,09:08:11,101
2023-05-11 09:10:53,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,09:10:51,101
2023-05-11 09:12:16,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:12:14,101
2023-05-11 09:12:27,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:12:24,101
2023-05-11 09:12:35,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,09:12:33,101
2023-05-11 09:19:58,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:19:43,101
2023-05-11 09:20:07,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:19:50,101
2023-05-11 09:20:16,100002,ERROR,An error occured: Rfid data doesn't match,187255239165,09:19:43,101
2023-05-11 09:20:18,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:20:09,101
2023-05-11 09:20:20,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:20:00,101
2023-05-11 09:42:24,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,09:42:21,101
2023-05-11 09:56:56,100007,ERROR,An error occured: Rfid data doesn't match,187255239165,09:56:54,101
2023-05-11 09:57:02,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:57:00,101
2023-05-11 09:57:08,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:57:07,101
2023-05-11 09:57:17,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:57:15,101
2023-05-11 09:57:23,100005,ERROR,An error occured: Rfid data doesn't match,187255239165,09:57:22,101
2023-05-11 09:57:30,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,09:57:28,101
2023-05-11 10:03:38,100007,ERROR,An error occured: Rfid data doesn't match,187255239165,10:03:36,101
2023-05-11 10:03:44,100006,ERROR,An error occured = [Errno Expecting value] : 0,187255239165,10:03:42,101
2023-05-11 12:07:09,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,12:07:07,101
2023-05-11 12:10:57,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:10:57,101
2023-05-11 12:11:04,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:03,101
2023-05-11 12:11:08,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:08,101
2023-05-11 12:11:44,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:30,101
2023-05-11 12:11:53,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:31,101
2023-05-11 12:12:03,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:38,101
2023-05-11 12:12:05,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:58,101
2023-05-11 12:12:07,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:11:48,101
2023-05-11 12:12:18,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:12:17,101
2023-05-11 12:12:30,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:12:30,101
2023-05-11 12:12:41,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:12:40,101
2023-05-11 12:12:47,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:12:47,101
2023-05-11 12:12:58,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,12:12:58,101
2023-05-11 12:16:32,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,12:16:31,101
2023-05-11 12:16:34,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:16:33,101
2023-05-11 12:17:37,100005,ERROR,An error occured = Expecting value: line 1 column 1 (char 0),49207117161,12:17:37,101
2023-05-11 12:41:14,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:41:13,101
2023-05-11 12:41:20,100005,ERROR,An error occured = 'data',49207117161,12:41:19,101
2023-05-11 12:43:19,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:43:18,101
2023-05-11 12:43:25,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:43:24,101
2023-05-11 12:43:32,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:43:31,101
2023-05-11 12:43:41,100005,ERROR,An error occured = 'data',49207117161,12:43:40,101
2023-05-11 12:45:33,100002,ERROR,Server Error: 400,49207117161,12:45:33,101
2023-05-11 12:46:00,100002,ERROR,Server Error: 400,49207117161,12:46:00,101
2023-05-11 12:46:09,100002,ERROR,Server Error: 400,49207117161,12:46:08,101
2023-05-11 12:49:44,100002,ERROR,Server Error: 400,49207117161,12:49:44,101
2023-05-11 12:49:54,100002,ERROR,Server Error: 400,49207117161,12:49:54,101
2023-05-11 12:50:17,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:50:17,101
2023-05-11 12:50:23,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:50:23,101
2023-05-11 12:50:30,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:50:30,101
2023-05-11 12:50:38,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:50:38,101
2023-05-11 12:50:47,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:50:47,101
2023-05-11 12:51:04,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:51:03,101
2023-05-11 12:51:14,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,12:51:14,101
2023-05-11 12:51:52,100005,ERROR,An error occured = 'data',49207117161,12:51:49,101
2023-05-11 12:53:21,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:53:21,101
2023-05-11 12:53:35,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,12:53:35,101
2023-05-11 12:53:40,100005,ERROR,An error occured = 'data',49207117161,12:53:40,101
2023-05-11 12:57:01,100005,ERROR,An error occured = 'data',49207117161,12:57:01,101
2023-05-11 13:03:46,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:03:45,101
2023-05-11 13:04:24,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:04:24,101
2023-05-11 13:04:29,100005,ERROR,An error occured = 'data',49207117161,13:04:28,101
2023-05-11 13:06:26,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:26,101
2023-05-11 13:06:30,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:30,101
2023-05-11 13:06:35,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:35,101
2023-05-11 13:06:41,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:41,101
2023-05-11 13:06:48,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:48,101
2023-05-11 13:06:50,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:50,101
2023-05-11 13:06:55,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:06:55,101
2023-05-11 13:07:02,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:01,101
2023-05-11 13:07:06,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:06,101
2023-05-11 13:07:08,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:08,101
2023-05-11 13:07:15,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:15,101
2023-05-11 13:07:30,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:29,101
2023-05-11 13:07:40,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:40,101
2023-05-11 13:07:59,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:07:59,101
2023-05-11 13:08:05,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:08:05,101
2023-05-11 13:08:08,100005,ERROR,An error occured = 'data',49207117161,13:08:08,101
2023-05-11 13:08:50,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:08:50,101
2023-05-11 13:09:03,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:09:03,101
2023-05-11 13:09:14,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:09:13,101
2023-05-11 13:09:18,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:09:18,101
2023-05-11 13:11:25,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:11:25,101
2023-05-11 13:11:30,100005,ERROR,An error occured = 'data',49207117161,13:11:30,101
2023-05-11 13:13:27,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:27,101
2023-05-11 13:13:29,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:29,101
2023-05-11 13:13:34,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:34,101
2023-05-11 13:13:36,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:36,101
2023-05-11 13:13:39,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:39,101
2023-05-11 13:13:49,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:49,101
2023-05-11 13:13:54,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:54,101
2023-05-11 13:13:59,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:13:58,101
2023-05-11 13:14:03,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:03,101
2023-05-11 13:14:12,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:12,101
2023-05-11 13:14:16,100002,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:16,101
2023-05-11 13:14:19,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:19,101
2023-05-11 13:14:21,100006,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:21,101
2023-05-11 13:14:30,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:30,101
2023-05-11 13:14:37,100003,ERROR,An error occured: Rfid data doesn't match,49207117161,13:14:37,101
